id,timestamp,batch_id,iteration,operation,algorithm,sym_key_size_bits,sig_algorithm,sig_key_param,input_filename,input_extension,input_mime,input_size_bytes,input_size_kb,input_file_category,input_entropy,output_filename,output_size_bytes,output_size_kb,output_entropy,ciphertext_expansion_pct,enc_time_ms,dec_time_ms,total_time_ms,enc_ram_kb,dec_ram_kb,enc_throughput_kbps,dec_throughput_kbps,aes_key_entropy,chacha_key_entropy,sig_size_bits,sig_valid,entropy_plaintext,entropy_aes_half,entropy_chacha_half,entropy_final,avalanche_pct,avalanche_bits_flipped,avalanche_total_bits,avalanche_deviation,byte_freq_std_dev,chi_squared
op_20260503_154223_9854,2026-05-03T15:42:23Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,0.8915,0.384,1.2755,0.0,0.0,1187762.59,2666737.78,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.987,4193326,8388832,0.013,66.9062,279.7696
op_20260503_154223_dcbf,2026-05-03T15:42:23Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,0.8714,0.3772,1.2486,344.0,0.0,1192208.16,2714812.12,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.026,4196610,8388832,0.026,67.4172,284.06
op_20260503_154224_20ea,2026-05-03T15:42:24Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0056,0.6184,1.624,0.0,4.0,1021434.37,1655930.55,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.993,4193808,8388832,0.007,64.5314,260.2618
op_20260503_154224_dfeb,2026-05-03T15:42:24Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.148,0.8262,1.9742,0.0,0.0,898684.17,1239442.43,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.995,4194022,8388832,0.005,66.4495,275.9636
op_20260503_154225_3afb,2026-05-03T15:42:25Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.2542,0.6386,1.8928,344.0,0.0,845953.99,1603550.56,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.005,4194802,8388832,0.005,63.5141,252.1209
op_20260503_154225_2d1c,2026-05-03T15:42:25Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0651,0.5943,1.6594,0.0,0.0,964958.13,1723081.56,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.029,4196829,8388832,0.029,61.3075,234.9066
op_20260503_154225_7979,2026-05-03T15:42:25Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.062,0.6325,1.6945,0.0,0.0,965154.62,1619015.75,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.977,4192492,8388832,0.023,60.6142,229.624
op_20260503_154226_c145,2026-05-03T15:42:26Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0558,0.582,1.6378,344.0,0.0,976117.66,1759497.13,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.985,4193165,8388832,0.015,63.4416,251.5458
op_20260503_154226_347f,2026-05-03T15:42:26Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0471,0.6168,1.6639,0.0,0.0,978711.9,1660225.81,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.997,4194186,8388832,0.003,65.3411,266.8344
op_20260503_154226_9c75,2026-05-03T15:42:26Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0251,0.5941,1.6192,0.0,0.0,1007165.06,1723661.63,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.011,4195307,8388832,0.011,61.7042,237.9568
op_20260503_154227_506d,2026-05-03T15:42:27Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0892,0.7661,1.8553,344.0,0.0,946848.3,1336675.8,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.008,4195068,8388832,0.008,66.9681,280.2882
op_20260503_154227_b8da,2026-05-03T15:42:27Z,batch_20260503_154211_3cb1,1,both,hybrid,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048640,1024.062,7.9998,0.0061,1.5727,0.6168,2.1895,85.333,60.0,652859.07,1660282.8,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.996,2097112,4194528,0.004,61.6619,237.6227
op_20260503_154227_d97d,2026-05-03T15:42:27Z,batch_20260503_154211_3cb1,2,both,hybrid,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048640,1024.062,7.9998,0.0061,1.6472,1.6043,3.2515,145.333,0.0,638545.99,638323.57,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.987,2096720,4194528,0.013,61.3329,235.0931
op_20260503_154228_5524,2026-05-03T15:42:28Z,batch_20260503_154211_3cb1,3,both,hybrid,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048640,1024.062,7.9998,0.0061,2.099,0.661,2.76,860.0,60.0,517534.79,1549262.42,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.034,2098673,4194528,0.034,65.8061,270.6363
op_20260503_154228_a368,2026-05-03T15:42:28Z,batch_20260503_154211_3cb1,1,both,hybrid,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048896,1024.312,7.9998,0.0305,43.8668,2.3561,46.2229,229.333,120.0,23347.85,434749.18,4.9375,5.0,2048,True,7.9998,7.9996,7.9997,7.9998,50.032,2098622,4194528,0.032,63.6519,253.1459
op_20260503_154228_0102,2026-05-03T15:42:28Z,batch_20260503_154211_3cb1,2,both,hybrid,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048896,1024.312,7.9998,0.0305,43.5139,2.8306,46.3445,373.333,1100.0,23532.78,361871.16,4.9375,5.0,2048,True,7.9998,7.9996,7.9997,7.9998,49.952,2095234,4194528,0.048,63.0223,248.1625
op_20260503_154229_a43d,2026-05-03T15:42:29Z,batch_20260503_154211_3cb1,3,both,hybrid,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048896,1024.312,7.9999,0.0305,42.6478,1.8715,44.5193,825.333,64.0,24020.5,547321.65,4.9375,5.0,2048,True,7.9998,7.9996,7.9997,7.9999,50.054,2099513,4194528,0.054,58.0652,210.6589
op_20260503_154229_9e33,2026-05-03T15:42:29Z,batch_20260503_154211_3cb1,1,both,hybrid,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048711,1024.132,7.9998,0.0129,2.2824,1.5531,3.8355,4.0,0.0,451628.29,659411.41,4.9375,5.0,568,True,7.9998,7.9996,7.9997,7.9998,50.003,2097388,4194528,0.003,67.5004,284.7323
op_20260503_154229_e1a1,2026-05-03T15:42:29Z,batch_20260503_154211_3cb1,2,both,hybrid,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048711,1024.132,7.9998,0.0129,2.6176,2.2796,4.8972,886.667,60.0,397177.6,449259.44,4.9375,5.0,568,True,7.9998,7.9996,7.9997,7.9998,49.996,2097100,4194528,0.004,59.0958,218.2414
op_20260503_154230_7121,2026-05-03T15:42:30Z,batch_20260503_154211_3cb1,3,both,hybrid,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048712,1024.133,7.9998,0.013,2.5855,1.6522,4.2377,4.0,0.0,396595.53,619860.07,4.9375,5.0,576,True,7.9998,7.9996,7.9997,7.9998,49.971,2096042,4194528,0.029,62.9092,247.3155
op_20260620_075846_e9a4,2026-06-20T07:58:46Z,,1,both,chacha20_poly1305,256,RSA,2048,inline.txt,.txt,text/plain,17,0.017,text,3.2928,inline.txt.enc,45,0.044,5.1195,164.7059,4.9744,0.0798,5.0542,132.0,4.0,3.34,550.69,4.9375,5.0,0,True,3.2928,2.4056,2.7255,5.1195,48.611,175,360,1.389,0.4639,0.0
op_20260620_080133_7518,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,1,both,aes_gcm,128,,,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.3062,155.5556,0.0543,0.4098,0.4641,0.0,8.0,323.72,109.62,3.875,4.8125,0,True,3.086,2.4194,2.1133,5.3062,48.641,179,368,1.359,0.4318,0.0
op_20260620_080133_fecb,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,2,both,aes_gcm,128,RSA,2048,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.2627,155.5556,0.0558,0.0286,0.0844,0.0,0.0,315.02,1570.7,3.875,4.8125,0,True,3.086,2.4194,2.1133,5.2627,47.826,176,368,2.174,0.4408,0.0
op_20260620_080133_446d,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,3,both,aes_gcm,128,ECDSA,P-256,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.2192,155.5556,0.0521,0.017,0.0691,0.0,0.0,337.39,2642.47,3.875,4.8125,0,True,3.086,2.4194,2.1133,5.2192,51.63,190,368,1.63,0.4495,0.0
op_20260620_080133_c2b3,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,4,both,aes_gcm,192,,,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.3062,155.5556,0.0517,0.0104,0.0621,0.0,0.0,340.0,4319.43,4.4183,4.8125,0,True,3.086,2.4194,2.1133,5.3062,50.272,185,368,0.272,0.4318,0.0
op_20260620_080133_9835,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,5,both,aes_gcm,192,RSA,2048,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.4366,155.5556,0.0485,0.0137,0.0622,0.0,0.0,362.44,3278.96,4.4183,4.8125,0,True,3.086,2.4194,2.1133,5.4366,55.163,203,368,5.163,0.4038,0.0
op_20260620_080133_de12,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,6,both,aes_gcm,192,ECDSA,P-256,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.3931,155.5556,1.0621,0.0547,1.1168,16.0,0.0,16.55,821.24,4.4183,4.8125,0,True,3.086,2.4194,2.1133,5.3931,57.065,210,368,7.065,0.4133,0.0
op_20260620_080133_be68,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,7,both,aes_gcm,256,,,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.2898,155.5556,0.0497,0.0092,0.0589,0.0,0.0,353.68,4882.84,4.9375,4.8125,0,True,3.086,2.4194,2.1133,5.2898,49.457,182,368,0.543,0.4408,0.0
op_20260620_080133_99f1,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,8,both,aes_gcm,256,RSA,2048,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.3332,155.5556,0.0646,0.0117,0.0763,0.0,0.0,272.11,3839.49,4.9375,4.8125,0,True,3.086,2.4194,2.1133,5.3332,50.815,187,368,0.815,0.4318,0.0
op_20260620_080133_765a,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,9,both,aes_gcm,256,ECDSA,P-256,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.4801,155.5556,0.0555,0.0174,0.0729,0.0,0.0,316.72,2581.71,4.9375,4.8125,0,True,3.086,2.4194,2.1133,5.4801,45.38,167,368,4.62,0.394,0.0
op_20260620_080133_d10f,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,10,both,chacha20_poly1305,256,,,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.3062,155.5556,0.1867,0.0959,0.2826,0.0,0.0,94.15,468.42,4.9375,4.8125,0,True,3.086,2.4194,2.1133,5.3062,53.804,198,368,3.804,0.4318,0.0
op_20260620_080133_e9af,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,11,both,chacha20_poly1305,256,RSA,2048,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.3931,155.5556,0.0443,0.0113,0.0556,0.0,0.0,396.8,3975.4,4.9375,4.8125,0,True,3.086,2.4194,2.1133,5.3931,47.554,175,368,2.446,0.4133,0.0
op_20260620_080133_d7cf,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,12,both,chacha20_poly1305,256,ECDSA,P-256,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,46,0.045,5.4366,155.5556,0.0597,0.0164,0.0761,0.0,0.0,294.44,2739.14,4.9375,4.8125,0,True,3.086,2.4194,2.1133,5.4366,53.533,197,368,3.533,0.4038,0.0
op_20260620_080133_632d,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,13,both,hybrid,128,,,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,82,0.08,5.8068,355.5556,0.1189,0.0292,0.1481,0.0,0.0,147.84,2742.4,3.875,4.8125,0,True,3.086,2.4194,2.1133,5.8068,45.27,134,296,4.73,0.7008,0.0
op_20260620_080133_9639,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,14,both,hybrid,128,RSA,2048,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,338,0.33,7.3907,1777.7778,70.0243,0.79,70.8143,716.0,32.0,0.25,417.82,3.875,4.8125,2048,True,3.086,2.4194,2.1133,7.3907,47.297,140,296,2.703,1.1688,264.8876
op_20260620_080133_f187,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,15,both,hybrid,128,ECDSA,P-256,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,153,0.149,6.7351,750.0,83.7033,0.5461,84.2494,648.0,12.0,0.21,273.6,3.875,4.8125,568,True,3.086,2.4194,2.1133,6.7351,50.676,150,296,0.676,0.809,0.0
op_20260620_080133_236b,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,16,both,hybrid,192,,,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,82,0.08,5.9531,355.5556,0.1014,0.0301,0.1315,0.0,0.0,173.35,2660.4,4.4183,4.8125,0,True,3.086,2.4194,2.1133,5.9531,46.959,139,296,3.041,0.6665,0.0
op_20260620_080133_11ed,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,17,both,hybrid,192,RSA,2048,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,338,0.33,7.3758,1777.7778,43.7254,0.2368,43.9622,8.0,0.0,0.4,1393.91,4.4183,4.8125,2048,True,3.086,2.4194,2.1133,7.3758,47.635,141,296,2.365,1.1755,267.9172
op_20260620_080133_d116,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,18,both,hybrid,192,ECDSA,P-256,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,152,0.148,6.709,744.4444,0.3082,0.1897,0.4979,0.0,0.0,57.03,782.49,4.4183,4.8125,560,True,3.086,2.4194,2.1133,6.709,55.743,165,296,5.743,0.8143,0.0
op_20260620_080133_6946,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,19,both,hybrid,256,,,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,82,0.08,5.9429,355.5556,0.0663,0.0218,0.0881,0.0,0.0,265.13,3673.3,4.9375,4.8125,0,True,3.086,2.4194,2.1133,5.9429,50.338,149,296,0.338,0.6896,0.0
op_20260620_080133_353c,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,20,both,hybrid,256,RSA,2048,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,338,0.33,7.3376,1777.7778,43.2593,0.4245,43.6838,4.0,0.0,0.41,777.57,4.9375,4.8125,2048,True,3.086,2.4194,2.1133,7.3376,51.014,151,296,1.014,1.1588,260.3432
op_20260620_080133_5a33,2026-06-20T08:01:33Z,batch_20260620_080133_62ac,21,both,hybrid,256,ECDSA,P-256,inline.txt,.txt,text/plain,18,0.018,text,3.086,inline.txt.enc,153,0.149,6.7121,750.0,0.3888,0.204,0.5928,0.0,0.0,45.21,732.42,4.9375,4.8125,568,True,3.086,2.4194,2.1133,6.7121,44.932,133,296,5.068,0.8234,0.0
op_20260620_080323_7b85,2026-06-20T08:03:23Z,,1,encrypt,aes_gcm,256,,,inline.txt,.txt,text/plain,18,0.018,text,2.3355,inline.txt.enc,46,0.045,5.2192,155.5556,0.0548,0.0,0.0548,0.0,0.0,320.77,0.0,4.9375,5.0,0,True,2.3355,2.1972,1.8911,5.2192,44.022,162,368,5.978,0.4495,0.0
op_20260620_080401_f130,2026-06-20T08:04:01Z,,1,decrypt,aes_gcm,256,,,inline.txt.enc,.enc,application/octet-stream,46,0.045,other,5.2192,inline.txt.enc,74,0.072,5.9392,60.8696,1.3476,0.0242,1.3718,16.0,0.0,33.33,2986.18,4.9375,5.0,0,True,5.2192,4.5236,4.4366,5.9392,47.297,280,592,2.703,0.5326,0.0
op_20260620_080424_ba06,2026-06-20T08:04:24Z,,1,decrypt,aes_gcm,256,,,inline.txt.enc,.enc,application/octet-stream,46,0.045,other,5.2192,inline.txt.enc,74,0.072,6.0203,60.8696,0.0439,0.0095,0.0534,0.0,0.0,1023.28,7606.9,4.9375,5.0,0,True,5.2192,4.5236,4.4366,6.0203,48.142,285,592,1.858,0.5101,0.0
